"Name","TID","DescriptionUnearnedTID","Type","Disabled","HideIfNotEarned","SecondaryProgressDescending","HideProgressBar","ShowUpgradePopup","SortOrder","CustomImageFromSpell","LevelsTemplate","LevelsNameTIDs","LevelsDescriptionTIDs","LevelsAppearScFile","LevelsAppearExportName","LevelsBadgeScFile","LevelsBadgeExportName","CustomCollectAnimExportName","LevelsProgressRequired","LevelsTextFormatOrTID","LevelsCustomImageScFile","LevelsCustomImageExportName","CustomImageOffsetX","CustomImageOffsetY","CustomImageScalePercent"
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOURNAMENT_TOP_6","TID_BADGE_INFO_LADDER_TOURNAMENT_TOP","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","tournament_badge_lvl6",,6,"#<progress2>",,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOURNAMENT_TOP_7","TID_BADGE_INFO_LADDER_TOURNAMENT_TOP","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","tournament_badge_lvl7",,7,"#<progress2>",,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOURNAMENT_TOP_8","TID_BADGE_INFO_LADDER_TOURNAMENT_TOP","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","tournament_badge_lvl8",,8,"#<progress2>",,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOURNAMENT_TOP_9","TID_BADGE_INFO_LADDER_TOURNAMENT_TOP","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","tournament_badge_lvl9",,9,"#<progress2>",,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOURNAMENT_TOP_10","TID_BADGE_INFO_BADGE_COMPLETE","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","tournament_badge_lvl10",,10,"#<progress2>",,,,,
"LadderTop1000","TID_BADGE_NAME_LADDER_TOP_1","TID_BADGE_INFO_LADDER_TOP","Normal",,"TRUE","TRUE",,"TRUE",110,,,"TID_BADGE_NAME_LADDER_TOP_1","TID_BADGE_INFO_LADDER_TOP","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","top_ladder_badge_lvl1",,1,"#<progress2>",,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOP_2","TID_BADGE_INFO_LADDER_TOP","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","top_ladder_badge_lvl2",,2,"#<progress2>",,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOP_3","TID_BADGE_INFO_LADDER_TOP","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","top_ladder_badge_lvl3",,3,"#<progress2>",,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOP_4","TID_BADGE_INFO_LADDER_TOP","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","top_ladder_badge_lvl4",,4,"#<progress2>",,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOP_5","TID_BADGE_INFO_LADDER_TOP","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","top_ladder_badge_lvl5",,5,"#<progress2>",,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOP_6","TID_BADGE_INFO_LADDER_TOP","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","top_ladder_badge_lvl6",,6,"#<progress2>",,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOP_7","TID_BADGE_INFO_LADDER_TOP","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","top_ladder_badge_lvl7",,7,"#<progress2>",,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOP_8","TID_BADGE_INFO_LADDER_TOP","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","top_ladder_badge_lvl8",,8,"#<progress2>",,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOP_9","TID_BADGE_INFO_LADDER_TOP","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","top_ladder_badge_lvl9",,9,"#<progress2>",,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_LADDER_TOP_10","TID_BADGE_INFO_BADGE_COMPLETE","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","top_ladder_badge_lvl10",,10,"#<progress2>",,,,,
"BattleWins","TID_BADGE_NAME_BATTLE_WINS_0","TID_BADGE_INFO_BATTLE_WINS_UNEARNED","Normal",,,,,"TRUE",120,,,"TID_BADGE_NAME_BATTLE_WINS_1","TID_BADGE_INFO_BATTLE_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","battle_wins_badge_lvl1",,50,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_BATTLE_WINS_2","TID_BADGE_INFO_BATTLE_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","battle_wins_badge_lvl2",,100,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_BATTLE_WINS_3","TID_BADGE_INFO_BATTLE_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","battle_wins_badge_lvl3",,250,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_BATTLE_WINS_4","TID_BADGE_INFO_BATTLE_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","battle_wins_badge_lvl4",,500,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_BATTLE_WINS_5","TID_BADGE_INFO_BATTLE_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","battle_wins_badge_lvl5",,1000,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_BATTLE_WINS_6","TID_BADGE_INFO_BATTLE_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","battle_wins_badge_lvl6",,2500,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_BATTLE_WINS_7","TID_BADGE_INFO_BATTLE_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","battle_wins_badge_lvl7",,5000,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_BATTLE_WINS_8","TID_BADGE_INFO_BADGE_COMPLETE","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","battle_wins_badge_lvl8",,10000,,,,,,
"ClanWarWins","TID_BADGE_NAME_CLAN_WAR_WINS_0","TID_BADGE_INFO_CLAN_WAR_WINS_UNEARNED","Normal",,,,,"TRUE",190,,,"TID_BADGE_NAME_CLAN_WAR_WINS_1","TID_BADGE_INFO_CLAN_WAR_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","clanwars2_wins_badge_lvl1",,10,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_CLAN_WAR_WINS_2","TID_BADGE_INFO_CLAN_WAR_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","clanwars2_wins_badge_lvl2",,25,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_CLAN_WAR_WINS_3","TID_BADGE_INFO_CLAN_WAR_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","clanwars2_wins_badge_lvl3",,50,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_CLAN_WAR_WINS_4","TID_BADGE_INFO_CLAN_WAR_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","clanwars2_wins_badge_lvl4",,100,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_CLAN_WAR_WINS_5","TID_BADGE_INFO_CLAN_WAR_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","clanwars2_wins_badge_lvl5",,250,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_CLAN_WAR_WINS_6","TID_BADGE_INFO_CLAN_WAR_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","clanwars2_wins_badge_lvl6",,500,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_CLAN_WAR_WINS_7","TID_BADGE_INFO_CLAN_WAR_WINS_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","clanwars2_wins_badge_lvl7",,1000,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_CLAN_WAR_WINS_8","TID_BADGE_INFO_BADGE_COMPLETE","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","clanwars2_wins_badge_lvl8",,2500,,,,,,
"YearsPlayed","TID_BADGE_NAME_YEARS_PLAYED_1",,"Normal",,"TRUE",,"TRUE","TRUE",70,,,"TID_BADGE_NAME_YEARS_PLAYED_1","TID_BADGE_INFO_YEARS_PLAYED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","years_played_badge_lvl1",,365,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_YEARS_PLAYED_2","TID_BADGE_INFO_YEARS_PLAYED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","years_played_badge_lvl2",,730,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_YEARS_PLAYED_3","TID_BADGE_INFO_YEARS_PLAYED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","years_played_badge_lvl3",,1095,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_YEARS_PLAYED_4","TID_BADGE_INFO_YEARS_PLAYED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","years_played_badge_lvl4",,1460,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_YEARS_PLAYED_5","TID_BADGE_INFO_YEARS_PLAYED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","years_played_badge_lvl5",,1825,,,,,,
,,,,,,,,,,,,"TID_BADGE_NAME_YEARS_PLAYED_6","TID_BADGE_INFO_YEARS_PLAYED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","years_played_badge_lvl6",,2190,,,,,,
"TemplateMastery10",,"TID_BADGE_INFO_MASTERY_UNEARNED","Mastery","TRUE",,,,,,,,,"TID_BADGE_INFO_MASTERY_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","mastery_badge_lvl1","mastery_badge_lvl1_collect_anim",1,,,,,,
,,,,,,,,,,,,,"TID_BADGE_INFO_MASTERY_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","mastery_badge_lvl2","mastery_badge_lvl2_collect_anim",2,,,,,,
,,,,,,,,,,,,,"TID_BADGE_INFO_MASTERY_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","mastery_badge_lvl3","mastery_badge_lvl3_collect_anim",3,,,,,,
,,,,,,,,,,,,,"TID_BADGE_INFO_MASTERY_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","mastery_badge_lvl4","mastery_badge_lvl4_collect_anim",4,,,,,,
,,,,,,,,,,,,,"TID_BADGE_INFO_MASTERY_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","mastery_badge_lvl5","mastery_badge_lvl5_collect_anim",5,,,,,,
,,,,,,,,,,,,,"TID_BADGE_INFO_MASTERY_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","mastery_badge_lvl6","mastery_badge_lvl6_collect_anim",6,,,,,,
,,,,,,,,,,,,,"TID_BADGE_INFO_MASTERY_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","mastery_badge_lvl7","mastery_badge_lvl7_collect_anim",7,,,,,,
,,,,,,,,,,,,,"TID_BADGE_INFO_MASTERY_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","mastery_badge_lvl8","mastery_badge_lvl8_collect_anim",8,,,,,,
,,,,,,,,,,,,,"TID_BADGE_INFO_MASTERY_EARNED","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","mastery_badge_lvl9","mastery_badge_lvl9_collect_anim",9,,,,,,
,,,,,,,,,,,,,"TID_BADGE_INFO_BADGE_COMPLETE","sc/ui_badges.sc","mastery_badge_appear_anim","sc/ui_badges.sc","mastery_badge_lvl10","mastery_badge_lvl10_collect_anim",10,,,,,,
"MasteryKnight",,,"Mastery",,,,,,1000,"Knight","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryArcher",,,"Mastery",,,,,,1000,"Archer","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryMinions",,,"Mastery",,,,,,1000,"Minions","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryArrows",,,"Mastery",,,,,,1000,"Arrows","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryGiant",,,"Mastery",,,,,,1000,"Giant","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryMusketeer",,,"Mastery",,,,,,1000,"Musketeer","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryMiniPekka",,,"Mastery",,,,,,1000,"MiniPekka","TemplateMastery10",,,,,,,,,,,,,0,87
"MasteryFireball",,,"Mastery",,,,,,1000,"Fireball","TemplateMastery10",,,,,,,,,,,,,,87
"MasterySkeletonArmy",,,"Mastery",,,,,,1000,"SkeletonArmy","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryPrince",,,"Mastery",,,,,,1000,"Prince","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryBabyDragon",,,"Mastery",,,,,,1000,"BabyDragon","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryWallbreakers",,,"Mastery",,,,,,1000,"Wallbreakers","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryGoblins",,,"Mastery",,,,,,1000,"Goblins","TemplateMastery10",,,,,,,,,,,,,,87
"MasterySpearGoblins",,,"Mastery",,,,,,1000,"SpearGoblins","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryHogRider",,,"Mastery",,,,,,1000,"HogRider","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryGoblinHut",,,"Mastery",,,,,,1000,"GoblinHut","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryGoblinBarrel",,,"Mastery",,,,,,1000,"GoblinBarrel","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryHunter",,,"Mastery",,,,,,1000,"Hunter","TemplateMastery10",,,,,,,,,,,,,,87
"MasterySkeletons",,,"Mastery",,,,,,1000,"Skeletons","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryBomber",,,"Mastery",,,,,,1000,"Bomber","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryValkyrie",,,"Mastery",,,,,,1000,"Valkyrie","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryTombstone",,,"Mastery",,,,,,1000,"Tombstone","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryWitch",,,"Mastery",,,,,,1000,"Witch","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryGiantSkeleton",,,"Mastery",,,,,,1000,"GiantSkeleton","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryBarbarians",,,"Mastery",,,,,,1000,"Barbarians","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryCannon",,,"Mastery",,,,,,1000,"Cannon","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryBarbarianHut",,,"Mastery",,,,,,1000,"BarbarianHut","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryBattleRam",,,"Mastery",,,,,,1000,"BattleRam","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryBarbLog",,,"Mastery",,,,,,1000,"BarbLog","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryGolem",,,"Mastery",,,,,,1000,"Golem","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryMinionHorde",,,"Mastery",,,,,,1000,"MinionHorde","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryZap",,,"Mastery",,,,,,1000,"Zap","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryMegaMinion",,,"Mastery",,,,,,1000,"MegaMinion","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryInfernoTower",,,"Mastery",,,,,,1000,"InfernoTower","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryPekka",,,"Mastery",,,,,,1000,"Pekka","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryLightning",,,"Mastery",,,,,,1000,"Lightning","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryMiner",,,"Mastery",,,,,,1000,"Miner","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryLavaHound",,,"Mastery",,,,,,1000,"LavaHound","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryBats",,,"Mastery",,,,,,1000,"Bats","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryFireSpirits",,,"Mastery",,,,,,1000,"FireSpirits","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryWizard",,,"Mastery",,,,,,1000,"Wizard","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryFirespiritHut",,,"Mastery",,,,,,1000,"FirespiritHut","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryTornado",,,"Mastery",,,,,,1000,"Tornado","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryPoison",,,"Mastery",,,,,,1000,"Poison","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryDarkWitch",,,"Mastery",,,,,,1000,"DarkWitch","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryEliteArcher",,,"Mastery",,,,,,1000,"EliteArcher","TemplateMastery10",,,,,,,,,,,,,,87
"MasterySkeletonBalloon",,,"Mastery",,,,,,1000,"SkeletonBalloon","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryMortar",,,"Mastery",,,,,,1000,"Mortar","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryRocket",,,"Mastery",,,,,,1000,"Rocket","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryDartBarrell",,,"Mastery",,,,,,1000,"DartBarrell","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryBalloon",,,"Mastery",,,,,,1000,"Balloon","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryXbow",,,"Mastery",,,,,,1000,"Xbow","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryLog",,,"Mastery",,,,,,1000,"Log","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryInfernoDragon",,,"Mastery",,,,,,1000,"InfernoDragon","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryRoyalGiant",,,"Mastery",,,,,,1000,"RoyalGiant","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryRoyalRecruits",,,"Mastery",,,,,,1000,"RoyalRecruits","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryRoyalHogs",,,"Mastery",,,,,,1000,"RoyalHogs","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryThreeMusketeers",,,"Mastery",,,,,,1000,"ThreeMusketeers","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryDarkPrince",,,"Mastery",,,,,,1000,"DarkPrince","TemplateMastery10",,,,,,,,,,,,,,87
"MasterySkeletonWarriors",,,"Mastery",,,,,,1000,"SkeletonWarriors","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryPrincess",,,"Mastery",,,,,,1000,"Princess","TemplateMastery10",,,,,,,,,,,,,,87
"MasteryMegaKnight",,,"Mastery",,,,,,1000,"MegaKnight","TemplateMastery10",,,,,,,,,,,,,,87
"MasterySnowball",,,"Mastery",,,,,,1000,"Snowball","TemplateMastery10",,,,,,,,,,,,,,87
