"Name","Location","NPC","HandledOutsideManager","TID","ButtonTID","FinishRequirement","Chest","WaitTimeMS","FileName","PopupCorner","PopupExportName","BubbleExportName","Sound","Darkening","BubbleObject","OverlayExportName","SpellDragExportName","SpellToCast","ForceSpellTile","DisableOtherSpells","SpellTileX","SpellTileY","DisableSpells","HideCombatUI","DisableTroopMovement","DisableLeaderMovement","DisableSpawnPoints","DisableOpponentSpells","PauseCombat","Dependency","Priority","Taunt","HighlightTargetsOnManaFull","DisableBattleStartScreen","NpcMatchesPlayed","DisableBattleMenu","CloseAutomaticallyAfterSeconds","GroupMod","GroupValue","SkipCondition","OnlyForNewPlayers",DisableBattleButton
"NPC1_2_Attack_HighlightArea","FirstMatch","Npc1_2",,"TID_TUTORIAL_ENEMY_AREA",,,,1000,,,,,"sound_tutorial_first_plink",,,,,,,,,,"TRUE",,,,,"TRUE",,,,,,,,,,,,,,
"NPC1_2_Attack_HighlightUnits","FirstMatch","Npc1_2",,,,,,500,,,,,"sound_tutorial_second_plink",,,,,,,,,,"TRUE",,,,,"TRUE",,,,,,,,,,,,,,
"NPC1_2_Attack_ShowSpells","FirstMatch","Npc1_2",,,,,,500,,,,,"sound_tutorial_second_vo",,,,,,,,,,"TRUE",,,,,"TRUE",,,,,,,,,,,,,,
"NPC1_2_Attack_DragSpell","FirstMatch","Npc1_2",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Knight",,,10,38,,,,,,"TRUE",,,,"NPC1_Deploy",,,,,,,,,,
"NPC1_2_Attack_Taunt","FirstMatch","Npc1_2",,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,"NPC2_Tower",,,,,,,,,,
"NPC1_2_Attack_DragSpell2","FirstMatch","Npc1_2",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Archer",,,10,38,,,,,,"TRUE",,,,,,,,,,,,,,
"NPC1_2_Attack_DragSpell3","FirstMatch","Npc1_2",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Giant",,,10,38,,,,,,"TRUE",,,,,,,,,,,,,,
"NPC1_2_Attack_Tower","FirstMatch","Npc1_2",,,,"StarGained",,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,
"NPC1_2_Attack_DragSpell4","FirstMatch","Npc1_2",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Fireball",,,17,8,,,,,,"TRUE",,,,,"TRUE",,,,,,,,,
"NPC1_2_Attack_BattleEnd","FirstMatch","Npc1_2",,,,"EnemyLeaderDead",,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,"TRUE",,,,,,,,,
"NPC2_2_King_Speaks","FirstMatch","Npc2_2",,"TID_TUTORIAL_1_KING_TEXT2",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,,,,"TRUE","TRUE",,,,"TRUE",,,,,"TRUE","TRUE",,,,,,,,
"NPC2_2_Start","FirstMatch","Npc2_2",,,,,,5000,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,,,,,,
"NPC2_2_Defend_Dragspell","FirstMatch","Npc2_2",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Knight","TRUE","TRUE",13,40,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"NPC2_2_Defend_Dragspell2","FirstMatch","Npc2_2",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Archer","TRUE","TRUE",13,44,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"NPC2_2_HighlightArea_Condition","FirstMatch","Npc2_2",,,,"EnemyTroopsDead",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NPC2_2_HighlightArea_Delay","FirstMatch","Npc2_2",,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NPC2_2_HighlightArea","FirstMatch","Npc2_2",,"TID_TUTORIAL_ENEMY_AREA",,,,1000,,,,,"sound_tutorial_first_plink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NPC2_2_HighlightReminder_Condition","FirstMatch","Npc2_2",,,,"StarGained",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NPC2_2_HighlightReminder","FirstMatch","Npc2_2",,,,"EnemyLeaderDead",,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,
"NPC3_2_King_Speaks","FirstMatch","Npc3_2",,"TID_TUTORIAL_1_KING_TEXT3",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,,,,"TRUE","TRUE",,,,"TRUE","TRUE",,,,,"TRUE",,,,,,,,
"NPC3_2_Start","FirstMatch","Npc3_2",,,,,,2000,,,,,,,,,,,,,,,"TRUE",,,,,"TRUE","TRUE",,,,,,,,,,,,,
"NPC3_2_Attack_Dragspell","FirstMatch","Npc3_2",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Giant","TRUE","TRUE",7,40,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"NPC3_2_Attack_Dragspell2","FirstMatch","Npc3_2",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Archer","TRUE","TRUE",7,44,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"NPC3_2_HighlightReminder_Condition","FirstMatch","Npc3_2",,,,"StarGained",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NPC3_2_HighlightReminder","FirstMatch","Npc3_2",,,,"EnemyLeaderDead",,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,
"NPC4_2_King_Speaks","TrainingCamp","Npc4_2",,"TID_TUTORIAL_1_KING_TEXT4",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,,,,,"TRUE",,,,"TRUE",,,,,,"TRUE",,,,,,,,
"NPC4_2_Start","TrainingCamp","Npc4_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NPC5_2_King_Speaks","TrainingCamp","Npc5_2",,"TID_TUTORIAL_1_KING_TEXT5",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,,,,,"TRUE",,,,"TRUE",,,,,,"TRUE",,,,,,,,
"NPC5_2_Start","TrainingCamp","Npc5_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TutorialTest_1_1_Delay","FirstMatch","TutorialNPC_1_1",,,,,,1000,,,,,,,,,,,,,,,"TRUE","TRUE",,,,"TRUE",,,,,,"true",,,,,,,,
"TutorialTest_1_1_Speaks","FirstMatch","TutorialNPC_1_1",,"TID_TUTORIAL_KING_WELCOME",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,,,,"TRUE","TRUE",,,,"TRUE",,,,,,"true",,,,,,,,
,,,,"TID_TUTORIAL_KING_WELCOME2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TutorialTest_1_1_Start_Taunt","FirstMatch","TutorialNPC_1_1",,,,,,1000,,,,,,,,,,,,TRUE,,,"TRUE","TRUE",,,,"TRUE",,"NPC1_King_Speaks",,,,,,,,,,,,
"TutorialTest_1_1_Start","FirstMatch","TutorialNPC_1_1",,,,,,2500,,,,,,,,,,,,TRUE,,,"TRUE",,,,,,,,,,,,,,,,,,,
"TutorialTest_1_1_King_Speaks","FirstMatch","TutorialNPC_1_1",,"TID_TUTORIAL_1_1_KING_UNDERATTACK",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,TRUE,,,"TRUE","TRUE",,,,"TRUE",,,,,"TRUE","TRUE",,,,,,,,
,,,,"TID_TUTORIAL_1_1_KING_DEFENDYOURSELF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TutorialTest_1_1_WaitForDeck","FirstMatch","TutorialNPC_1_1",,,,,,1500,,,,,"sound_tutorial_second_vo",,,,,,,TRUE,,,,,,,,"TRUE",,,,,,,,,,,,,,
"TutorialTest_1_1_Defend_Dragspell","FirstMatch","TutorialNPC_1_1",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Knight",TRUE,"TRUE",13,48,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"TutorialTest_1_1_Defend_Dragspell2","FirstMatch","TutorialNPC_1_1",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Archer",TRUE,"TRUE",13,52,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"TutorialTest_1_1_HighlightArea_Condition","FirstMatch","TutorialNPC_1_1",,,,"EnemyTroopsDead",,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,,,,,,
"TutorialTest_1_1_HighlightArea_Delay","FirstMatch","TutorialNPC_1_1",,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,
"TutorialTest_1_1_HighlightArea","FirstMatch","TutorialNPC_1_1",,"TID_TUTORIAL_ENEMY_AREA",,,,500,,,,,"sound_tutorial_first_plink",,,,,,,,,,"TRUE",,,,,,,,,,,,,,,,,,,
"TutorialTest_1_1_PlayMoreCardsDialogue","FirstMatch","TutorialNPC_1_1",,"TID_TUTORIAL_1_1_KING_MORECARDS",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,,,,"TRUE","TRUE","TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"TutorialTest_1_1_WaitDragSpell","FirstMatch","TutorialNPC_1_1",,,,,,1500,,,,,,,,,,,,,,,"TRUE",,TRUE,TRUE,,"TRUE",,,,,,,,,,,,,,
"TutorialTest_1_1_PlayMoreCards","FirstMatch","TutorialNPC_1_1",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Giant","TRUE","TRUE",8,35,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"TutorialTest_1_1_HighlightReminder_Condition","FirstMatch","TutorialNPC_1_1",,,,"StarGained",,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,
"TutorialTest_1_1_HighlightReminder","FirstMatch","TutorialNPC_1_1",,,,"EnemyLeaderDead",,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,"TRUE",,,,,,,,,
"TutorialTest_1_2_King_Speaks","FirstMatch","TutorialNPC_1_2",,"TID_TUTORIAL_1_KING_TEXT3",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,,,,"TRUE","TRUE",,,,"TRUE","TRUE",,,,,"TRUE",,,,,,,,
"TutorialTest_1_2_Start","FirstMatch","TutorialNPC_1_2",,,,,,2000,,,,,,,,,,,,,,,"TRUE",,,,,"TRUE","TRUE",,,,,,,,,,,,,
"TutorialTest_1_2_Dragspell","FirstMatch","TutorialNPC_1_2",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Giant","TRUE","TRUE",7,40,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"TutorialTest_1_2_Dragspell2","FirstMatch","TutorialNPC_1_2",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Archer","TRUE","TRUE",7,44,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"TutorialTest_1_2_WaitForFireball","FirstMatch","TutorialNPC_1_2",,,,,,10500,,,,,,,,,,"Fireball",,,,,"TRUE",,,,,,,,,,,,,,,,,,,
"TutorialTest_1_2_DragSpellDialogue","FirstMatch","TutorialNPC_1_2",,"TID_TUTORIAL_1_KING_FIREBALL",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,,,,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",,,,,,,,,,,,,
"TutorialTest_1_2_WaitDragSpell","FirstMatch","TutorialNPC_1_2",,,,,,1000,,,,,,,,,,,,,,,"TRUE",,,,,"TRUE","TRUE",,,,,,,,,,,,,
"TutorialTest_1_2_DragSpell4","FirstMatch","TutorialNPC_1_2",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Fireball",TRUE,"TRUE",12,14,,,"TRUE","TRUE","TRUE","TRUE",TRUE,,,,,,,,,,,,,
"TutorialTest_1_2_HighlightReminder_Condition","FirstMatch","TutorialNPC_1_2",,,,"StarGained",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TutorialTest_1_2_HighlightReminder","FirstMatch","TutorialNPC_1_2",,,,"EnemyLeaderDead",,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,
"TutorialTest_1_3_King_Speaks","FirstMatch","TutorialNPC_1_3",,"TID_TUTORIAL_1_KING_BIDEYOURTIME",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,TRUE,,,,"TRUE",,,,,TRUE,,,,,"TRUE",,,,,,,,
"TutorialTest_1_3_WaitDialogue","FirstMatch","TutorialNPC_1_3",,,,,,4500,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
"TutorialTest_1_3_DragspellDialogue","FirstMatch","TutorialNPC_1_3",,"TID_TUTORIAL_1_KING_GIANTKILLER",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,,,,"TRUE","TRUE",,,,,TRUE,"TutorialTest_1_3_WaitDialogue",,,,,,,,,,,,
"TutorialTest_1_3_WaitDragSpell","FirstMatch","TutorialNPC_1_3",,,,,,1000,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
"TutorialTest_1_3_Dragspell","FirstMatch","TutorialNPC_1_3",,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","MiniPekka",TRUE,"TRUE",25,44,,,"TRUE","TRUE",,"TRUE",TRUE,"TutorialTest_1_3_WaitDragSpell",,,,,,,,,,,,
"TutorialTest_1_3_HighlightReminder","FirstMatch","TutorialNPC_1_3",,,,"EnemyLeaderDead",,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,"TRUE",,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_Delay","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,,,,,1000,,,,,,,,,,,,,,,"TRUE","TRUE",,,,"TRUE",,,,,,"true",,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_Speaks","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,"TID_TUTORIAL_KING_WELCOME",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,,,,"TRUE","TRUE",,,,"TRUE",,,,,,"true",,,,,,,,
,,,,"TID_TUTORIAL_KING_WELCOME2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_Start_Taunt","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,,,,,1000,,,,,,,,,,,,TRUE,,,"TRUE","TRUE",,,,"TRUE",,"NPC1_King_Speaks",,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_Start","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,,,,,2500,,,,,,,,,,,,TRUE,,,"TRUE",,,,,,,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_King_Speaks","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,"TID_TUTORIAL_1_1_KING_UNDERATTACK",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,TRUE,,,"TRUE","TRUE",,,,"TRUE",,,,,"TRUE","TRUE",,,,,,,,
,,,,"TID_TUTORIAL_1_1_KING_DEFENDYOURSELF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_WaitForDeck","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,,,,,1500,,,,,"sound_tutorial_second_vo",,,,,,,TRUE,,,,TRUE,,,,"TRUE",,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_Defend_Dragspell","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Knight",TRUE,"TRUE",13,48,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_Defend_Dragspell2","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Archer",TRUE,"TRUE",13,52,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_HighlightArea_Condition","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,,,"EnemyTroopsDead",,,,,,,,,,,,,,,,,"TRUE",TRUE,,,,,,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_HighlightArea_Delay","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,,,,,1000,,,,,,,,,,,,,,,,TRUE,,,,,,,,,"TRUE",,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_HighlightArea","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,"TID_TUTORIAL_ENEMY_AREA",,,,500,,,,,"sound_tutorial_first_plink",,,,,,,,,,"TRUE",TRUE,,,,,,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_PlayMoreCardsDialogue","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,"TID_TUTORIAL_1_1_KING_MORECARDS",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,,,,"TRUE","TRUE","TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_WaitDragSpell","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,,,,,500,,,,,,,,,,,,,,,"TRUE",TRUE,TRUE,TRUE,,"TRUE",,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_PlayMoreCards","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Giant","TRUE","TRUE",8,35,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_HighlightReminder_Condition","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,,,"StarGained",,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_1_HighlightReminder","FirstMatch",TutorialNPC_1_1_MUTE_SPELLS,,,,"EnemyLeaderDead",,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,"TRUE",,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_2_King_Speaks","FirstMatch",TutorialNPC_1_2_MUTE_SPELLS,,"TID_TUTORIAL_1_KING_TEXT3",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,,,,"TRUE","TRUE",,,,"TRUE","TRUE",,,,,"TRUE",,,,,,,,
"MUTE_SPELLS_TutorialTest_1_2_Start","FirstMatch",TutorialNPC_1_2_MUTE_SPELLS,,,,,,2500,,,,,,,,,,,,,,,"TRUE",,,,,"TRUE","TRUE",,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_2_Dragspell","FirstMatch",TutorialNPC_1_2_MUTE_SPELLS,,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Giant","TRUE","TRUE",7,40,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_2_Dragspell2","FirstMatch",TutorialNPC_1_2_MUTE_SPELLS,,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Archer","TRUE","TRUE",7,44,,,"TRUE","TRUE",,"TRUE",,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_2_WaitForFireball","FirstMatch",TutorialNPC_1_2_MUTE_SPELLS,,,,,,10500,,,,,,,,,,"Fireball",,,,,"TRUE",TRUE,,,,,,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_2_DragSpellDialogue","FirstMatch",TutorialNPC_1_2_MUTE_SPELLS,,"TID_TUTORIAL_1_KING_FIREBALL",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,,,,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",,,,,,,,,,,,,
,,,,"TID_TUTORIAL_1_KING_FIREBALL_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_2_WaitDragSpell","FirstMatch",TutorialNPC_1_2_MUTE_SPELLS,,,,,,1000,,,,,,,,,,,,,,,"TRUE",,,,,"TRUE","TRUE",,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_2_DragSpell4","FirstMatch",TutorialNPC_1_2_MUTE_SPELLS,,,,"CastSpell",,,,,,,,,,,"Tutorial_Hand1","Fireball",TRUE,"TRUE",12,14,,,"TRUE","TRUE","TRUE","TRUE",TRUE,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_2_HighlightReminder_Condition","FirstMatch",TutorialNPC_1_2_MUTE_SPELLS,,,,"StarGained",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_2_HighlightReminder","FirstMatch",TutorialNPC_1_2_MUTE_SPELLS,,,,"EnemyLeaderDead",,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,
"MUTE_SPELLS_TutorialTest_1_3_King_Speaks","FirstMatch",TutorialNPC_1_3_MUTE_SPELLS,,"TID_TUTORIAL_1_KING_BIDEYOURTIME",,,,,"sc/tutorial.sc",4,"tutorial_character1_left","bubble_tutorial_anim","sound_tutorial_first_vo",,,,,,,TRUE,,,,"TRUE",,,,,TRUE,,,,,"TRUE",,,,,,,,
"MUTE_SPELLS_TutorialTest_1_3_WaitDialogue","FirstMatch",TutorialNPC_1_3_MUTE_SPELLS,,,,,,4500,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,
